Sample_id,Field_ID,farms,Grid,pH [H2O],Classification ,Zr,Zr Error,Sr,Sr Error,Rb,Rb Error,Th,Th Error,Pb,Pb Error,As,As Error,Zn,Zn Error,Cu,Cu Error,Ni,Ni Error,Fe,Fe Error,Mn,Mn Error,Cr,Cr Error,V,V Error,Ti,Ti Error,Ca,Ca Error,K,K Error,S,S Error,Ba,Ba Error,Cs,Cs Error,Location_x,Location_y,,,,,,,,,,,,,
323,gyinyase 3a,gyinyase3,ksb30,6.38,Long_term,251.94,3.91,15.55,1.35,31.07,1.97,1.63,0.73,7.16,3.39,8.38,2.82,28.71,6.98,14.42,9.1,< LOD,26.25,19176.63,164.14,98.7,33.53,211.74,13.01,80.06,16.12,2880.76,56.66,1689.06,59.81,3120.71,102.17,< LOD,135.16,< LOD,31.51,< LOD,2.09,657270,738025,,,,,,,,,,,,,
324,gyinyase 3b,gyinyase3,ksb30,5.69,Long_term,248.65,3.82,14.66,1.31,27.04,1.85,1.56,0.71,< LOD,4.75,9.02,2.69,26.04,6.62,< LOD,12.82,< LOD,25.44,14517.77,140.65,45.6,30.31,130.64,11.28,69.54,14.79,2803.3,52.49,1067.45,47.47,2767.1,91.93,148.15,84.35,< LOD,29.53,< LOD,1.98,657282,738035,,,,,,,,,,,,,
325,gyinyase 3c,gyinyase3,ksb30,6.1,Long_term,219.98,3.56,13.37,1.25,24,1.75,< LOD,0.99,< LOD,4.61,7.57,2.59,17.91,6.4,< LOD,12.64,< LOD,24.62,10373.63,117.62,< LOD,41.57,60.87,9.48,53.03,12.82,2413.25,45.45,1228.01,45.75,2901.36,86.31,137.93,75.14,< LOD,29.16,< LOD,1.96,657275,738049,,,,,,,,,,,,,
326,gyinyase 4a,gyinyase4,ksb27,7.31,Long_term,226.54,3.62,14.23,1.27,20.15,1.63,1.17,0.69,18.81,3.69,10.6,3.09,31.97,6.45,< LOD,12.34,< LOD,24.18,11695.64,124.96,68.25,29.72,16.87,9.49,65.36,14.48,2952.83,52.04,2594.12,64.28,2512.6,86.55,< LOD,112.69,< LOD,29.47,< LOD,1.98,657582,736677,,,,,,,,,,,,,
327,gyinyase 4b,gyinyase4,ksb27,7.76,Long_term,237,3.72,17.11,1.35,18.03,1.61,1.35,0.69,5.58,3.17,4.93,2.58,28.08,6.34,< LOD,12.82,< LOD,25.29,14768.39,141.19,47.37,30.3,30.32,10.41,67.91,16.83,3751.46,61.64,2404.49,66.09,2536.2,91.99,< LOD,122.21,< LOD,30.82,< LOD,2.03,657593,736665,,,,,,,,,,,,,
328,gyinyase 4c,gyinyase4,ksb27,7.76,Long_term,254.04,3.81,18.75,1.37,18.46,1.6,1.47,0.71,22.72,3.82,7.18,3.09,80.97,7.59,< LOD,12.55,< LOD,24.34,13317.34,133.1,< LOD,42.89,< LOD,14.8,57.61,16.1,3599.24,59.27,3946.54,80.05,2591.62,91.21,< LOD,120.48,< LOD,28.95,< LOD,1.95,657606,736674,,,,,,,,,,,,,
329,gyinyase 5a,gyinyase5,ksb27,7.86,Long_term,136.21,2.9,21.59,1.43,23.8,1.73,< LOD,0.95,< LOD,4.4,3.75,2.36,30.42,7.04,< LOD,12.34,< LOD,24.19,6402.93,92.77,< LOD,38.64,< LOD,11.83,43.91,10.2,1391.38,34.18,2279.64,54.46,4050.77,91.83,< LOD,96.57,< LOD,29.57,< LOD,1.98,657557,736698,,,,,,,,,,,,,
330,gyinyase 5b,gyinyase5,ksb27,7.17,Long_term,250.13,3.8,16,1.32,21.29,1.68,1.51,0.69,< LOD,4.47,10.4,2.62,18.82,6.07,< LOD,12.64,< LOD,24.33,14187.34,137.96,70.32,30.33,24.89,10.06,68.73,15.46,3087.91,55.55,1971.38,60.36,2972.9,96.05,< LOD,118.95,< LOD,29.4,< LOD,1.98,657554,736711,,,,,,,,,,,,,
331,gyinyase 5c,gyinyase5,ksb27,6.37,Long_term,171.94,3.22,14.26,1.28,18.07,1.61,1.71,0.7,< LOD,4.75,8.12,2.65,44.12,7.64,< LOD,12.77,< LOD,24.89,12566.8,129.57,< LOD,43.75,26.67,9.72,62.51,13.48,2118.69,46.49,1604.86,53.79,2686.2,89.5,< LOD,112.17,< LOD,29.61,< LOD,1.98,657550,736702,,,,,,,,,,,,,
332,gyinyase 6a,gyinyase6,ksb27,8.06,Long_term,228.85,3.57,10.75,1.18,12.74,1.42,< LOD,0.94,< LOD,4.01,6.65,2.28,22.12,7.16,< LOD,12.41,< LOD,24.09,4082.91,74.52,< LOD,40.01,< LOD,11.35,44.1,10.85,2129.53,38.58,1162.7,38.55,1444.11,60.04,< LOD,84.86,< LOD,29.3,< LOD,1.96,657582,736322,,,,,,,,,,,,,
333,gyinyase 6b,gyinyase6,ksb27,8.01,Long_term,259.85,3.8,24.25,1.47,13.57,1.47,3.44,0.76,12.18,3.39,5.05,2.72,85.74,7.68,16.41,8.46,< LOD,24.39,13789.31,133.55,156.79,32.4,35.94,10.83,77,19.11,5268.26,72.1,4835.98,90.32,2015.06,86.92,< LOD,137.96,< LOD,29.68,< LOD,1.97,657584,736314,,,,,,,,,,,,,
334,gyinyase 6c,gyinyase6,ksb27,8.31,Long_term,219.81,3.59,28.26,1.58,11.86,1.44,1.67,0.69,5.47,3.2,8.35,2.69,627.23,16.49,< LOD,13.04,< LOD,24.79,7915.5,104.12,557.42,41.69,< LOD,13.17,50.19,13.48,2828.01,48.95,4182.41,75.55,2554.51,84.1,< LOD,107.07,< LOD,30.02,< LOD,2.01,657590,736315,,,,,,,,,,,,,
335,gyinyase 7a,gyinyase7,ksb26,7.62,Long_term,193.63,3.44,25.95,1.55,17.1,1.59,1.59,0.7,< LOD,4.67,4.56,2.52,29.4,6.83,< LOD,12.87,< LOD,25.51,17602.99,154.64,69.58,31.24,70.75,11.24,71.05,16.44,3177.5,58.92,3366.1,77.84,2353.84,91.77,153.14,92.94,< LOD,30.78,< LOD,2.06,656804,736250,,,,,,,,,,,,,
336,gyinyase 7b,gyinyase7,ksb26,5.67,Long_term,234.04,3.8,9.79,1.21,11.27,1.45,2.52,0.77,< LOD,4.91,12.56,2.88,22.15,6.91,< LOD,13.41,< LOD,27.15,28204.02,199.38,160.16,35.95,103.11,13.27,94.05,19.42,3777.66,69.81,677.37,47.36,1253.86,82.5,< LOD,154.87,< LOD,31.2,< LOD,2.09,656807,736212,,,,,,,,,,,,,
337,gyinyase 7c,gyinyase7,ksb26,6.16,Long_term,166.89,3.28,15.04,1.33,13.36,1.51,1.55,0.72,7.38,3.34,4.48,2.69,161.61,9.59,< LOD,13.19,< LOD,26.79,24763.51,186.12,102.21,33.73,65.86,11.88,96.1,16.81,2597.6,57.35,1494.35,58.49,1729.5,86.02,< LOD,137.53,< LOD,31.27,< LOD,2.09,656784,736213,,,,,,,,,,,,,
338,gyinyase 8a,gyinyase8,ksb26,8.06,Long_term,140.74,2.9,16.65,1.31,11,1.38,< LOD,0.92,< LOD,4.55,4.61,2.46,20.19,6.87,< LOD,12.16,< LOD,23.59,4077.77,74.18,< LOD,38.52,< LOD,11.11,34.22,9.43,1291.92,31.86,3818.84,63.84,1886.99,65.79,< LOD,86.38,< LOD,29.08,< LOD,1.94,656473,736334,,,,,,,,,,,,,
339,gyinyase 8b,gyinyase8,ksb26,8.16,Long_term,194.94,3.38,23.53,1.47,15.19,1.52,1.25,0.68,12.06,3.39,5.14,2.73,35.04,6.54,< LOD,12.48,< LOD,24.22,10236.77,116.66,< LOD,42.93,14.46,9.06,57.14,13.3,2570.63,47.56,6302.49,92.23,2046.85,78.46,< LOD,111.17,< LOD,30.02,< LOD,2,656468,736333,,,,,,,,,,,,,
340,gyinyase 8c,gyinyase8,ksb26,7.01,Long_term,296.08,3.99,14.47,1.26,9.18,1.31,< LOD,0.94,< LOD,4.36,9.98,2.53,21.7,6.81,< LOD,12.11,< LOD,23.89,6031.17,89.06,< LOD,39.9,< LOD,12.61,73.21,14.07,3707.61,51.84,1462.6,44.85,1248.34,61.08,< LOD,96.75,< LOD,28.92,< LOD,1.94,656468,736331,,,,,,,,,,,,,
341,gyinyase 9a,gyinyase9,ksb26,7.49,Long_term,205.31,3.46,25.9,1.52,16.37,1.55,1.79,0.69,5.25,3.17,8.4,2.66,72.93,7.96,< LOD,12.61,< LOD,24.39,9963.56,114.93,112.63,30.8,20.7,9.38,65.26,13.72,2551.38,48.53,5826.61,90.86,2248.99,82.97,< LOD,113.49,< LOD,29.72,< LOD,1.99,656117,736218,,,,,,,,,,,,,
342,gyinyase 9b,gyinyase9,ksb26,7.4,Long_term,184.83,3.28,18.72,1.36,15.03,1.52,1.44,0.67,< LOD,4.42,8.1,2.51,31.03,6.91,< LOD,12.2,< LOD,24.15,9834.34,113.74,74.37,29.57,< LOD,13.36,52.02,12.67,2239.08,44.66,2893.79,64.34,2113.55,77.96,< LOD,107.27,< LOD,29.55,< LOD,1.98,656115,736226,,,,,,,,,,,,,
343,gyinyase 9c,gyinyase9,ksb26,7.59,Long_term,162.75,3.18,24.07,1.51,13.67,1.51,1.1,0.67,< LOD,4.69,12.33,2.76,118.17,9.18,< LOD,12.9,< LOD,25.21,11567.29,125.39,124.08,31.76,30.58,9.38,53.11,12.48,1968.57,43.23,4439.08,78.83,1703.07,73.87,< LOD,114.21,< LOD,29.7,< LOD,1.99,656125,736222,,,,,,,,,,,,,
345,jachie 1a,jachie1,ksb3,6.45,Short_term,186.73,3.31,21.94,1.43,37.34,2.04,1.87,0.7,< LOD,4.45,20.46,2.89,25.91,6.6,< LOD,12.22,< LOD,24.33,8235.62,104.65,164.92,31.96,< LOD,12.76,43.71,12.78,2650.92,46.33,1648.99,50.94,3650.1,93.69,< LOD,102.84,< LOD,30.49,< LOD,2.02,662752,727385,,,,,,,,,,,,,
344,jachie 1b,jachie1,ksb3,6.54,Short_term,129.45,2.81,16.91,1.31,59.69,2.39,2.26,0.72,< LOD,4.38,4,2.37,29.99,5.95,< LOD,12.08,< LOD,23.49,11218.38,119.97,50.82,28.4,< LOD,14.17,36.89,12.68,2040.69,44.74,1337.85,52.24,4837.5,113.16,< LOD,111.52,< LOD,28.87,< LOD,1.94,662746,727370,,,,,,,,,,,,,
347,jachie 1c,jachie1,ksb3,6.61,Short_term,139.19,2.86,24.93,1.45,55.39,2.31,1.9,0.69,5.7,3.03,22.28,2.95,24.98,5.9,< LOD,11.75,< LOD,23.43,8025.97,100.88,201.37,31.94,< LOD,13.44,39.85,12.48,2089.57,43.97,2587.38,63.84,4653.18,108.01,< LOD,116.84,< LOD,28.36,< LOD,1.9,662757,727358,,,,,,,,,,,,,
346,jachie 2a,jachie2,ksb3,6.64,Short_term,155.72,3.03,17.32,1.32,46.63,2.17,1.61,0.68,< LOD,4.3,12.87,2.6,28.04,6.76,< LOD,12.14,< LOD,23.55,7610.14,99.73,109.46,29.67,< LOD,12.42,42.86,11.48,1975.26,40.31,1645.06,50.03,3546.58,91.31,< LOD,98.18,< LOD,28.02,< LOD,1.9,662746,727406,,,,,,,,,,,,,
348,jachie 2b,jachie2,ksb3,5.55,Short_term,216.85,3.54,27.45,1.55,35.55,1.99,1.39,0.69,< LOD,4.56,20.95,2.93,27.37,7.11,< LOD,12.69,< LOD,24.63,11625.06,123.98,218.81,33.69,14.23,9.36,63.37,14.79,3291.08,53.84,1560.9,52.81,3496.68,97.33,< LOD,113.65,< LOD,29.3,< LOD,1.96,662733,727412,,,,,,,,,,,,,
349,jachie 2c,jachie2,ksb3,6.36,Short_term,210.27,3.53,23.01,1.48,34.5,1.99,1.81,0.71,< LOD,4.65,14,2.8,30.26,6.98,< LOD,12.74,< LOD,24.97,9599.87,114.22,128.36,31.48,< LOD,13.05,52.62,13.86,3133.81,50.78,1255.61,46.99,3458.48,93.26,< LOD,106.66,< LOD,29.49,< LOD,1.97,662735,727423,,,,,,,,,,,,,
350,jachie 3a,jachie3,ksb3,5.67,Short_term,223.09,3.64,21.57,1.46,23.56,1.77,< LOD,0.99,< LOD,4.41,18.79,2.84,28.69,7.52,< LOD,12.77,< LOD,25.42,14421.45,140.14,117.87,31.96,32.34,10.05,83.79,17.07,4413.57,63.35,794.79,43.75,3021.34,95.31,< LOD,114.72,< LOD,29.25,< LOD,1.97,662759,727518,,,,,,,,,,,,,
351,jachie 3b,jachie3,ksb3,5.56,Short_term,224.27,3.69,23.21,1.5,26.01,1.84,1.21,0.7,< LOD,4.73,15.9,2.9,30.96,7.05,< LOD,13.1,< LOD,25.64,16807.76,152.45,252.93,36.44,32.67,10.54,86.91,18.3,4611.39,67.69,687.04,44.47,3420.37,104.16,172.58,91.59,< LOD,31.27,< LOD,2.07,662747,727515,,,,,,,,,,,,,
352,jachie 3c,jachie3,ksb3,5.87,Short_term,258.45,3.92,27.74,1.6,28.82,1.89,< LOD,1.03,< LOD,4.73,12.53,2.81,23.14,6.64,< LOD,13.08,< LOD,25.59,17600.37,155.62,218.25,35.32,33.57,10.72,93.6,19.35,5060.52,71.92,1147.94,53.17,3876.79,111.4,< LOD,131.04,< LOD,29.89,< LOD,2,662738,727506,,,,,,,,,,,,,
353,jachie 4a,jachie4,ksb1,6.89,Short_term,264.54,4.14,33.33,1.77,15.12,1.62,1.49,0.77,13.44,3.72,10.98,3.16,60.19,7.15,16.1,9.4,< LOD,27.91,36876.49,233.75,207.59,39.41,110.47,14.64,127.23,23.86,5138.24,86.6,3078.43,90.12,2342.36,110.07,< LOD,178.03,< LOD,33.34,< LOD,2.2,660558,725493,,,,,,,,,,,,,
354,jachie 4b,jachie4,ksb1,7.85,Short_term,289.32,4.36,35.98,1.84,14.42,1.62,< LOD,1.12,5.49,3.42,8.93,2.9,56.88,7.09,14.38,9.58,31.26,19.66,41722.82,251.56,234.14,41.13,129.64,15.29,148.99,24.88,5117.18,89.1,4360.55,107.03,2448.54,114.71,< LOD,188.03,< LOD,34.13,< LOD,2.25,660565,725473,,,,,,,,,,,,,
355,jachie 4c,jachie4,ksb1,7.78,Short_term,319.29,4.57,43.32,1.98,22.98,1.88,< LOD,1.17,12.59,3.76,10.81,3.18,96.16,8.01,25.85,9.82,< LOD,28.83,42579.07,254.43,479.66,46.99,111.8,15.76,148,28.5,7050.68,105.44,4586.06,113.2,3147.9,130.43,< LOD,187.98,< LOD,33.76,< LOD,2.21,660552,725488,,,,,,,,,,,,,
356,jachie 5a,jachie5,ksb1,7.79,Short_term,312.67,4.63,33.45,1.84,18.8,1.81,1.64,0.83,13.26,3.94,11.92,3.34,83.46,8.01,18.3,10,58.34,20.93,52493.07,289.07,362.77,46.65,158.84,17.75,183.56,30.45,7016.23,111.31,4157.12,115.98,2826.45,133.82,< LOD,215.24,< LOD,35.3,< LOD,2.31,660513,725437,,,,,,,,,,,,,
357,jachie 5b,jachie5,ksb1,6.73,Short_term,274.55,4.38,41.64,1.99,14.63,1.71,1.79,0.82,9.3,3.74,11.46,3.19,51.5,7.42,32.88,10.35,46.09,20.38,45723.33,269.62,415.5,47.51,137.11,16.75,149.23,28.61,6506.89,104.9,3286.11,101.09,2383.81,121.28,248.26,144.28,174.02,24.05,6.82,1.55,660519,725443,,,,,,,,,,,,,
358,jachie 5c,jachie5,ksb1,7.39,Short_term,282.64,4.44,26.62,1.7,16,1.72,1.52,0.82,8.61,3.68,9.08,3.1,47.31,6.8,21.35,10.1,< LOD,30.74,52384.45,289.59,343.13,46.24,155.88,16.86,152.9,27.3,5737.19,98.73,2888,95.78,2394.37,120.74,< LOD,193.36,< LOD,34.86,< LOD,2.29,660528,725440,,,,,,,,,,,,,
359,jachie 6a,jachie6,ksb1,6.95,Short_term,313.72,4.55,39.6,1.92,25.2,1.93,< LOD,1.11,6.52,3.5,27.95,3.51,33.67,6.82,14.98,9.72,< LOD,28.88,40660.71,249.65,512.81,47.43,122.56,15.16,152.11,26.3,6283.95,96.41,3109.99,93.57,3535,131.59,< LOD,186.19,< LOD,32.99,< LOD,2.19,660652,725497,,,,,,,,,,,,,
360,jachie 6b,jachie6,ksb1,7.73,Short_term,314.39,4.48,75.71,2.43,22.58,1.83,< LOD,1.12,16.52,3.85,24.15,3.58,73.59,7.74,28.65,9.79,< LOD,27.77,32551.36,218.33,530.9,45.67,80.26,13.52,118.22,23.77,5771.9,87.88,10025.99,147.12,3323.4,122.89,273.34,127.86,< LOD,31.33,< LOD,2.09,660651,725486,,,,,,,,,,,,,
361,jachie 6c,jachie6,ksb1,7.561,Short_term,308.97,4.39,48.4,2.01,23.3,1.83,< LOD,1.1,< LOD,5.02,28.14,3.38,37.28,7.1,< LOD,13.96,< LOD,27.29,31613.97,214.06,465.49,44.22,82.27,13.58,113.98,23.76,5763.81,88.02,5463.16,112.58,3904.74,130.2,< LOD,178.25,< LOD,31.14,< LOD,2.08,660641,725499,,,,,,,,,,,,,
362,kaase 1a,kaase1,ksb14,7.949,Long_term,239.29,4.68,382.4,5.6,20.99,2,1.39,0.89,16.48,4.3,13.3,3.65,156.34,10.4,26.35,11.15,< LOD,32.89,60211.38,323.35,364.15,49.03,120.12,16.8,145.54,26.5,4320.38,93.5,52350.45,378.88,4357.11,169.3,299.26,188.62,< LOD,32.9,< LOD,2.17,654014,734866,,,,,,,,,,,,,
363,kaase 1b,kaase1,ksb14,7.93,Long_term,248.4,4.43,139.87,3.43,19.23,1.91,2.27,0.93,22.1,4.51,10.79,3.69,149.91,10.26,26.4,10.85,< LOD,32.57,71557.78,347.22,244.82,47.18,195.61,19.6,186.31,30.29,4931.17,105.37,25142.56,282.96,4297.36,172.94,< LOD,276.01,< LOD,34.48,< LOD,2.27,654046,734864,,,,,,,,,,,,,
364,kaase 1c,kaase1,ksb14,8.003,Long_term,243,4.37,123.69,3.25,19.06,1.88,1.72,0.9,23.04,4.53,11.45,3.72,144.1,10.01,37.4,11.05,< LOD,32.73,70095.86,343.8,309.89,48.74,212.02,19.99,195.63,30.51,5098.56,106.17,22248.29,267.27,4233.09,171.73,< LOD,272.95,44.6,24.62,< LOD,2.37,654080,734864,,,,,,,,,,,,,
365,kaase 2a,kaase2,ksb14,8.002,Long_term,158.57,3.53,233.92,4.03,11.46,1.55,1.35,0.75,< LOD,4.96,12.42,2.92,79.27,7.86,18.3,9.38,< LOD,27.28,34618.32,223.96,205.34,38.37,70.21,14.19,106.33,21.13,2990.37,73.17,48809.43,334.06,4822.96,158.69,< LOD,241.37,< LOD,32.38,< LOD,2.12,653952,734625,,,,,,,,,,,,,
366,kaase 2b,kaase2,ksb14,8.618,Long_term,147.03,4.56,1101.51,9,18.42,2.01,< LOD,1.21,14.83,4.01,8.07,3.28,128.04,9.1,66.39,11.42,< LOD,29.19,18967.66,175,362.65,42.82,< LOD,18.16,45.34,19.74,2020.19,71.47,198748.94,677.06,8232.82,222.89,506.72,250.8,81.73,24.12,< LOD,2.23,653955,734646,,,,,,,,,,,,,
367,kaase 2c,kaase2,ksb14,8.604,Long_term,196.35,4.75,906.76,8.25,22.35,2.08,2.07,0.89,22.04,4.35,7.79,3.51,194.41,10.68,75.77,11.75,< LOD,29.76,28327.58,215.11,312.34,43.23,< LOD,20.49,64.08,23.32,3333,85.06,144884.97,594.6,6918.04,207.78,< LOD,341.29,151.43,24.61,< LOD,2.27,653985,734638,,,,,,,,,,,,,
368,kaase 3a,kaase3,ksb14,7.982,Long_term,241.22,4.07,64.16,2.32,13.38,1.62,2.33,0.83,11.47,3.75,9.64,3.13,80.87,8.24,28.82,9.95,< LOD,28.93,42591.11,254.4,200.9,40.78,121.52,16.33,158.93,27.35,5751.14,98.71,10754.65,169.85,2362.39,122.1,277.45,149.39,70.59,22.98,< LOD,2.24,654028,734588,,,,,,,,,,,,,
369,kaase 3b,kaase3,ksb14,7.894,Long_term,252.49,4.16,86.06,2.61,15.02,1.67,1.97,0.81,6.34,3.5,10.46,2.99,73.36,7.91,14.47,9.61,< LOD,29.31,49856.95,274.09,189.9,40.65,148.18,17.31,145.85,28.18,5782.37,102.1,13379.72,194.34,4245.49,156.58,274.07,158.78,< LOD,32.53,< LOD,2.15,654047,734585,,,,,,,,,,,,,
370,kaase 3c,kaase3,ksb14,7.85,Long_term,249.72,4.2,70.26,2.44,16.35,1.74,2.82,0.86,9.68,3.74,15.01,3.29,49.53,7.23,31.15,10.23,< LOD,29.45,47691.23,273.43,278.33,43.74,130.75,16.31,143.25,26.32,5225.47,94.51,8866.46,154.52,2698.35,126.48,< LOD,208.43,< LOD,35.04,< LOD,2.28,654046,734571,,,,,,,,,,,,,
371,kentinkrono 1a,kentinkrono1,ksb43,7.91,Long_term,176.15,3.25,22.65,1.45,35.85,2.02,2.49,0.74,11.47,3.38,7.3,2.79,33.51,6.44,< LOD,12.6,< LOD,24.65,11848.1,125.29,< LOD,41.81,22.17,9.55,44.06,13.36,2117.67,46.76,1691.66,56.8,5009.32,114.83,< LOD,116.71,< LOD,29.41,< LOD,1.97,659275,739629,,,,,,,,,,,,,
372,kentinkrono 1b,kentinkrono1,ksb43,6.552,Long_term,197.11,3.46,28.06,1.58,36.41,2.04,3.35,0.8,15.08,3.59,8.45,2.97,49.14,6.79,< LOD,12.6,< LOD,24.81,15802.55,146.29,46.1,29.67,24.87,9.79,52.4,13.67,2368.82,48.25,2781.73,67.93,3735.78,102.42,< LOD,123.68,< LOD,27.76,< LOD,1.88,659275,739616,,,,,,,,,,,,,
373,kentinkrono 1c,kentinkrono1,ksb43,5.817,Long_term,221.63,3.84,36.37,1.83,36.32,2.16,3.07,0.84,10.16,3.61,15.53,3.21,39.07,7.1,< LOD,14.28,< LOD,27.57,31236.16,214.97,96.68,35.07,96.66,12.82,92.09,18.56,3227.06,65.27,1890.86,68.68,3424.85,115.62,< LOD,155.13,< LOD,28.86,< LOD,1.97,659275,739610,,,,,,,,,,,,,
374,kentinkrono 2a,kentinkrono2,ksb43,5.709,Long_term,261.54,3.98,21.07,1.47,24.15,1.83,3.74,1.01,196.38,8.29,20.54,6.44,48.87,7.21,< LOD,13.23,< LOD,25.85,15882.14,148.95,< LOD,44.76,16.16,9.77,66.51,15.12,3023.45,54.22,1138.85,47.76,2339.7,85.79,< LOD,123.56,< LOD,28.05,< LOD,1.91,659074,739554,,,,,,,,,,,,,
375,kentinkrono 2b,kentinkrono2,ksb43,4.915,Long_term,265.76,3.85,15.9,1.3,18.56,1.61,2.81,0.74,7.25,3.19,9.28,2.71,36.41,6.31,< LOD,12.22,< LOD,24.22,13684.73,133.53,48.94,29.07,< LOD,14.78,63.22,15.3,3180.53,55.33,418.66,35.63,2205.42,84.11,< LOD,112.79,< LOD,28.94,< LOD,1.95,659064,739556,,,,,,,,,,,,,
376,kentinkrono 2c,kentinkrono2,ksb43,4.591,Long_term,253.49,3.73,12.93,1.22,19.14,1.59,3.04,0.74,9.28,3.22,7.04,2.67,20.46,5.58,< LOD,11.64,< LOD,23.3,11702.49,122.69,47.65,28.73,15.43,9.38,54.63,14.8,3450.64,54.56,368.32,32.98,2203.48,80.55,< LOD,110.65,< LOD,29.36,< LOD,1.97,659059,739544,,,,,,,,,,,,,
377,kentinkrono 3a,kentinkrono3,ksb43,5.678,Long_term,286.96,4.23,24.07,1.56,24.89,1.88,3.41,0.82,7.33,3.42,13.96,3.04,25.15,6.56,< LOD,13.26,< LOD,27.22,22792.62,181.94,74.7,32.59,41.01,10.96,91.44,18.19,4464.41,67.23,1441.89,56.38,2685.93,96.85,183.66,95.56,< LOD,27.66,< LOD,1.89,659451,739662,,,,,,,,,,,,,
378,kentinkrono 3b,kentinkrono3,ksb43,5.153,Long_term,242.71,3.71,16.44,1.32,21.04,1.67,2.58,0.74,5.14,3.1,9.23,2.66,27.67,6.02,< LOD,12.64,< LOD,24.6,19121.41,157.69,52.13,29.93,38.72,11.55,92.88,18.78,4350.91,69.02,847.57,48.87,2435.66,97.03,< LOD,138.97,< LOD,28.37,< LOD,1.92,659436,739669,,,,,,,,,,,,,
379,kentinkrono 3c,kentinkrono3,ksb43,5.583,Long_term,219.12,3.63,16.16,1.35,23.23,1.75,2.42,0.74,< LOD,4.63,12.23,2.75,18.15,6.62,< LOD,12.83,< LOD,25.52,16440.84,150.05,< LOD,44.01,17.55,9.93,76.93,15.51,3197.51,55.58,1074.24,47.22,2401.04,87.24,< LOD,124.28,< LOD,27.33,< LOD,1.87,659446,739683,,,,,,,,,,,,,
380,kenyasi 1a,kenyasi1,ksb61,7.422,Long_term,224.03,3.62,21.55,1.45,21.55,1.72,1.17,0.68,5.92,3.23,7.54,2.69,88.37,8.35,< LOD,12.62,< LOD,25.22,14448.63,139.15,101.16,31.56,22.92,10.13,80.36,14.81,2542.04,51.44,3017.12,72.58,3386.04,102.08,< LOD,128.47,< LOD,31.1,< LOD,2.07,656301,744241,,,,,,,,,,,,,
381,kenyasi 1b,kenyasi1,ksb61,6.385,Long_term,198.61,3.54,14,1.31,15.34,1.59,< LOD,1.05,7.8,3.4,5.89,2.76,37.02,6.95,< LOD,13.59,< LOD,26.4,24141.07,184.44,116.83,34.28,71.13,11.92,87.9,16.23,2415.46,55.31,1691.77,61.49,1902.43,89,< LOD,136.59,< LOD,31.66,< LOD,2.11,656307,744249,,,,,,,,,,,,,
382,kenyasi 1c,kenyasi1,ksb61,6.578,Long_term,282.03,4.1,21.11,1.46,22.71,1.77,1.86,0.74,6.85,3.27,9.38,2.8,35.04,6.27,< LOD,12.92,< LOD,25.76,21533.33,172.93,172.85,35.11,45.85,11.45,95.33,17.89,3674.19,64.17,3010.58,77.24,2499.04,97.51,186.4,100.14,< LOD,31.17,< LOD,2.06,656306,744246,,,,,,,,,,,,,
383,kenyasi 2a,kenyasi2,ksb61,7.067,Long_term,207.54,3.67,75.06,2.37,29.55,1.94,1.51,0.76,24.92,4.08,8.22,3.3,542.78,15.52,20.25,9.28,< LOD,26.34,22297.74,177.13,247.24,37.29,59.67,11.88,77.72,17.47,3103.42,62.26,17155.49,176.61,4136.56,125.03,269.75,118.42,< LOD,30.53,< LOD,2.03,656338,744205,,,,,,,,,,,,,
384,kenyasi 2b,kenyasi2,ksb61,7.073,Long_term,258.88,3.93,32.87,1.69,22.12,1.73,2.48,0.77,22.97,3.93,6.18,3.14,285.88,11.57,24.16,9.12,< LOD,25.83,17941.2,157.09,223.95,35.86,46.74,10.96,65.28,16.79,3495.28,61.26,5878.26,100.73,2652.55,97.5,< LOD,141.31,< LOD,30.84,< LOD,2.06,656338,744208,,,,,,,,,,,,,
385,kenyasi 2c,kenyasi2,ksb61,7.267,Long_term,213.68,3.62,55.13,2.04,18.58,1.65,1.29,0.72,24.26,3.94,8.72,3.22,498.87,14.64,57.59,10,< LOD,25.75,14692.64,141.78,171.03,33.74,26.38,10.05,65.46,14.71,2744.5,52.52,13478.25,141.51,2804.62,96.23,< LOD,136.08,< LOD,30.47,< LOD,2.03,656350,744217,,,,,,,,,,,,,
386,kenyasi 3a,kenyasi3,ksb61,7.704,Long_term,305.8,4.36,105.66,2.75,17.88,1.68,2.87,0.82,35.41,4.45,8.54,3.56,436.25,13.95,60.28,10.21,< LOD,26.52,22549.96,178.3,345.97,40.15,104.17,13.3,110.29,22.88,5819.82,85.55,26812.75,228.87,3239.52,121.96,204.29,130.47,< LOD,32.34,< LOD,2.11,656419,744671,,,,,,,,,,,,,
387,kenyasi 3b,kenyasi3,ksb61,7.91,Long_term,225.17,4.07,198.92,3.8,19.5,1.79,2.09,0.81,26.73,4.28,5.71,3.4,7643.54,56.63,90.29,12.02,< LOD,27.85,13837.29,145.28,189.43,36.4,37.35,10.56,68.09,16.81,3246.14,61.37,40895.67,258.92,4444.52,127.53,< LOD,171.83,< LOD,32.14,< LOD,2.11,656385,744671,,,,,,,,,,,,,
